fiscal_date,quarter,end_cash_position,interest_paid,free_cash_flow,operating_activities.operating_cash_flow,investing_activities.investing_cash_flow,financing_activities.financing_cash_flow,symbol,name,currency,exchange,mic_code
2022-12-31,2.0,15646000000.0,,4899000000.0,10959000000.0,-7150000000.0,-11349000000.0,MSFT,Microsoft Corp,USD,NASDAQ,XNGS
2023-03-31,3.0,26562000000.0,,17834000000.0,24481000000.0,-3264000000.0,-10290000000.0,MSFT,Microsoft Corp,USD,NASDAQ,XNGS
2023-06-30,4.0,34704000000.0,,19827000000.0,28726000000.0,-9134000000.0,-11413000000.0,MSFT,Microsoft Corp,USD,NASDAQ,XNGS
2023-09-30,1.0,80452000000.0,,20666000000.0,30569000000.0,503000000.0,14761000000.0,MSFT,Microsoft Corp,USD,NASDAQ,XNGS
2023-12-31,2.0,17305000000.0,,9118000000.0,18655000000.0,-71925000000.0,-10147000000.0,MSFT,Microsoft Corp,USD,NASDAQ,XNGS
2022-12-31,1.0,21974000000.0,703000000.0,30218000000.0,34136000000.0,-1445000000.0,-43777000000.0,AAPL,Apple Inc,USD,NASDAQ,XNGS
2023-03-31,2.0,27129000000.0,1170000000.0,25644000000.0,28560000000.0,2319000000.0,-17510000000.0,AAPL,Apple Inc,USD,NASDAQ,XNGS
2023-06-30,3.0,29898000000.0,717000000.0,24287000000.0,26380000000.0,437000000.0,-29276000000.0,AAPL,Apple Inc,USD,NASDAQ,XNGS
2023-09-30,4.0,30737000000.0,1213000000.0,19435000000.0,21598000000.0,2394000000.0,-23153000000.0,AAPL,Apple Inc,USD,NASDAQ,XNGS
2023-12-31,1.0,41974000000.0,,37503000000.0,39895000000.0,1927000000.0,-34569000000.0,AAPL,Apple Inc,USD,NASDAQ,XNGS
2023-01-31,4.0,3389000000.0,,1739000000.0,2282000000.0,-3000000.0,-1662000000.0,NVDA,NVIDIA Corp,USD,NASDAQ,XNGS
2023-04-30,1.0,5079000000.0,,2663000000.0,2423000000.0,-841000000.0,-626000000.0,NVDA,NVIDIA Corp,USD,NASDAQ,XNGS
2023-07-31,2.0,5882000000.0,,6059000000.0,4798000000.0,-446000000.0,-3850000000.0,NVDA,NVIDIA Corp,USD,NASDAQ,XNGS
2023-10-31,3.0,5519000000.0,,7054000000.0,8730000000.0,-3170000000.0,-4681000000.0,NVDA,NVIDIA Corp,USD,NASDAQ,XNGS
2024-01-31,4.0,7280000000.0,,11245000000.0,11874000000.0,-6109000000.0,-3629000000.0,NVDA,NVIDIA Corp,USD,NASDAQ,XNGS
2022-12-31,4.0,54253000000.0,,12581000000.0,23396000000.0,-10821000000.0,-15897000000.0,AMZN,Amazon.com Inc,USD,NASDAQ,XNGS
2023-03-31,1.0,49734000000.0,542000000.0,-9419000000.0,10551000000.0,-15806000000.0,2751000000.0,AMZN,Amazon.com Inc,USD,NASDAQ,XNGS
2023-06-30,2.0,50067000000.0,1072000000.0,5021000000.0,18414000000.0,-9673000000.0,-14180000000.0,AMZN,Amazon.com Inc,USD,NASDAQ,XNGS
2023-09-30,3.0,50081000000.0,591000000.0,8738000000.0,22538000000.0,-11753000000.0,-17043000000.0,AMZN,Amazon.com Inc,USD,NASDAQ,XNGS
2023-12-31,4.0,73890000000.0,907000000.0,27877000000.0,48136000000.0,-12601000000.0,-13084000000.0,AMZN,Amazon.com Inc,USD,NASDAQ,XNGS
2022-12-31,4.0,21879000000.0,,16019000000.0,17950000000.0,-6227000000.0,-15550000000.0,GOOGL,Alphabet Inc,USD,NASDAQ,XNGS
2023-03-31,1.0,25924000000.0,,17220000000.0,28691000000.0,-2946000000.0,-14579000000.0,GOOGL,Alphabet Inc,USD,NASDAQ,XNGS
2023-06-30,2.0,25929000000.0,,21778000000.0,27514000000.0,-10800000000.0,-15099000000.0,GOOGL,Alphabet Inc,USD,NASDAQ,XNGS
2023-09-30,3.0,30702000000.0,,22601000000.0,26027000000.0,-7150000000.0,-15950000000.0,GOOGL,Alphabet Inc,USD,NASDAQ,XNGS
2023-12-31,4.0,24048000000.0,,7896000000.0,14272000000.0,-6167000000.0,-16628000000.0,GOOGL,Alphabet Inc,USD,NASDAQ,XNGS
2022-12-31,4.0,15596000000.0,,5468000000.0,9983000000.0,-7531000000.0,-7310000000.0,META,"Meta Platforms, Inc.",USD,NASDAQ,XNGS
2023-03-31,1.0,12420000000.0,182000000.0,7156000000.0,12313000000.0,-6743000000.0,-10516000000.0,META,"Meta Platforms, Inc.",USD,NASDAQ,XNGS
2023-06-30,2.0,29804000000.0,0.0,11093000000.0,11957000000.0,-5203000000.0,-3163000000.0,META,"Meta Platforms, Inc.",USD,NASDAQ,XNGS
2023-09-30,3.0,37900000000.0,120000000.0,13859000000.0,20883000000.0,-6077000000.0,-5875000000.0,META,"Meta Platforms, Inc.",USD,NASDAQ,XNGS
2023-12-31,4.0,42827000000.0,146000000.0,11739000000.0,17888000000.0,-6472000000.0,-8401000000.0,META,"Meta Platforms, Inc.",USD,NASDAQ,XNGS
2022-12-31,4.0,36399000000.0,,5644000000.0,24174000000.0,-5791000000.0,-1351000000.0,BRK.B,Berkshire Hathaway Inc,USD,NYSE,XNYS
2023-03-31,1.0,27298000000.0,,4980000000.0,38692000000.0,-7919000000.0,-9922000000.0,BRK.B,Berkshire Hathaway Inc,USD,NYSE,XNYS
2023-06-30,2.0,50653000000.0,,7749000000.0,41340000000.0,10655000000.0,289000000.0,BRK.B,Berkshire Hathaway Inc,USD,NYSE,XNYS
2023-09-30,3.0,31604000000.0,,8366000000.0,-20491000000.0,-28048000000.0,-4636000000.0,BRK.B,Berkshire Hathaway Inc,USD,NYSE,XNYS
2023-12-31,4.0,38643000000.0,,8692000000.0,47542000000.0,-7351000000.0,-136000000.0,BRK.B,Berkshire Hathaway Inc,USD,NYSE,XNYS
2022-12-31,4.0,2067000000.0,,1024100000.0,2672100000.0,-805600000.0,-1141400000.0,LLY,Eli Lilly & Co,USD,NYSE,XNYS
2023-03-31,1.0,3545900000.0,,827100000.0,1552300000.0,-453800000.0,412300000.0,LLY,Eli Lilly & Co,USD,NYSE,XNYS
2023-06-30,2.0,2694500000.0,,-204400000.0,1406300000.0,-361000000.0,-1033400000.0,LLY,Eli Lilly & Co,USD,NYSE,XNYS
2023-09-30,3.0,2380800000.0,,-1811700000.0,3185600000.0,-1653900000.0,572000000.0,LLY,Eli Lilly & Co,USD,NYSE,XNYS
2023-12-31,4.0,2818600000.0,,-1963000000.0,3006300000.0,-1299500000.0,3544700000.0,LLY,Eli Lilly & Co,USD,NYSE,XNYS
2022-12-31,4.0,1342814100000.0,,148554359000.0,478061166000.0,-349711100000.0,-176071083000.0,TSM,Taiwan Semiconductor Manufacturing Co Ltd,TWD,NYSE,XNYS
2023-03-31,1.0,1385232810000.0,,82439768000.0,442665227000.0,-284290625000.0,-62615830000.0,TSM,Taiwan Semiconductor Manufacturing Co Ltd,TWD,NYSE,XNYS
2023-06-30,2.0,1276723984000.0,,-85234311000.0,286939928000.0,-272569104000.0,-21038811000.0,TSM,Taiwan Semiconductor Manufacturing Co Ltd,TWD,NYSE,XNYS
2023-09-30,3.0,1311806535000.0,,66838184000.0,280851476000.0,-258035546000.0,-34508583000.0,TSM,Taiwan Semiconductor Manufacturing Co Ltd,TWD,NYSE,XNYS
2023-01-31,1.0,12647000000.0,,3933000000.0,4036000000.0,-103000000.0,-3702000000.0,AVGO,Broadcom Inc,USD,NASDAQ,XNGS
2023-04-30,2.0,11553000000.0,,4380000000.0,4502000000.0,-319000000.0,-5341000000.0,AVGO,Broadcom Inc,USD,NASDAQ,XNGS
2023-07-31,3.0,12055000000.0,,4597000000.0,4719000000.0,-218000000.0,-4073000000.0,AVGO,Broadcom Inc,USD,NASDAQ,XNGS
2023-10-31,4.0,14189000000.0,,4723000000.0,4828000000.0,-124000000.0,-2570000000.0,AVGO,Broadcom Inc,USD,NASDAQ,XNGS
2022-12-31,4.0,16924000000.0,,1420000000.0,2287000000.0,-6207000000.0,-562000000.0,TSLA,Tesla Inc,USD,NASDAQ,XNGS
2023-03-31,1.0,16770000000.0,,440000000.0,1770000000.0,-2484000000.0,-464000000.0,TSLA,Tesla Inc,USD,NASDAQ,XNGS
2023-06-30,2.0,15879000000.0,,1005000000.0,2945000000.0,-3458000000.0,-391000000.0,TSLA,Tesla Inc,USD,NASDAQ,XNGS
2023-09-30,3.0,16590000000.0,,849000000.0,3829000000.0,-4762000000.0,-517000000.0,TSLA,Tesla Inc,USD,NASDAQ,XNGS
2023-12-31,4.0,17189000000.0,,2063000000.0,12855000000.0,-4804000000.0,735000000.0,TSLA,Tesla Inc,USD,NASDAQ,XNGS
2022-12-31,1.0,18383000000.0,244000000.0,3922000000.0,4442000000.0,-510000000.0,-6291000000.0,V,Visa Inc,USD,NYSE,XNYS
2023-03-31,2.0,19128000000.0,49000000.0,3650000000.0,4789000000.0,-325000000.0,-2982000000.0,V,Visa Inc,USD,NYSE,XNYS
2023-06-30,3.0,21039000000.0,275000000.0,5502000000.0,4319000000.0,17000000.0,-3983000000.0,V,Visa Inc,USD,NYSE,XNYS
2023-09-30,4.0,21990000000.0,49000000.0,6622000000.0,5709000000.0,-1188000000.0,-4646000000.0,V,Visa Inc,USD,NYSE,XNYS
2023-12-31,1.0,19636000000.0,213000000.0,3347000000.0,4465000000.0,-1889000000.0,-4311000000.0,V,Visa Inc,USD,NYSE,XNYS
2022-12-31,4.0,12653000000.0,,928000000.0,-8978000000.0,-5563000000.0,-7668000000.0,NVO,Novo Nordisk A/S ,DKK,NYSE,XNYS
2023-03-31,1.0,14936000000.0,,25013000000.0,46686000000.0,-6539000000.0,-20621000000.0,NVO,Novo Nordisk A/S ,DKK,NYSE,XNYS
2023-06-30,2.0,21574000000.0,,21542000000.0,37136000000.0,-8128000000.0,-9196000000.0,NVO,Novo Nordisk A/S ,DKK,NYSE,XNYS
2023-09-30,3.0,29883000000.0,,30342000000.0,32575000000.0,-8447000000.0,-19832000000.0,NVO,Novo Nordisk A/S ,DKK,NYSE,XNYS
2023-12-31,4.0,14392000000.0,,-6885000000.0,-4345000000.0,-7688000000.0,-10116000000.0,NVO,Novo Nordisk A/S ,DKK,NYSE,XNYS
2022-12-31,4.0,567234000000.0,12068000000.0,101222000000.0,98934000000.0,-13869000000.0,-12330000000.0,JPM,JPMorgan Chase & Co,USD,NYSE,XNYS
2023-03-31,1.0,546000000000.0,15287000000.0,-111241000000.0,-113516000000.0,18138000000.0,-12848000000.0,JPM,JPMorgan Chase & Co,USD,NYSE,XNYS
2023-06-30,2.0,495123000000.0,19963000000.0,18865000000.0,18678000000.0,20976000000.0,-8318000000.0,JPM,JPMorgan Chase & Co,USD,NYSE,XNYS
2023-09-30,3.0,511369000000.0,20525000000.0,45119000000.0,43835000000.0,18221000000.0,8525000000.0,JPM,JPMorgan Chase & Co,USD,NYSE,XNYS
2023-12-31,4.0,624151000000.0,21339000000.0,60231000000.0,57432000000.0,21519000000.0,5465000000.0,JPM,JPMorgan Chase & Co,USD,NYSE,XNYS
2023-01-31,4.0,8841000000.0,,8347000000.0,10282000000.0,-4757000000.0,-11458000000.0,WMT,Walmart Inc,USD,NYSE,XNYS
2023-04-30,1.0,10708000000.0,,204000000.0,5458000000.0,-4860000000.0,1940000000.0,WMT,Walmart Inc,USD,NYSE,XNYS
2023-07-31,2.0,13971000000.0,,8781000000.0,14862000000.0,-5049000000.0,-5249000000.0,WMT,Walmart Inc,USD,NYSE,XNYS
2023-10-31,3.0,12295000000.0,,-4645000000.0,-895000000.0,-5465000000.0,3130000000.0,WMT,Walmart Inc,USD,NYSE,XNYS
2022-12-31,4.0,23365000000.0,,-5399000000.0,-4063000000.0,-15369000000.0,4408000000.0,UNH,UnitedHealth Group Inc,USD,NYSE,XNYS
2023-03-31,1.0,41913000000.0,,15567000000.0,13860000000.0,-11020000000.0,13190000000.0,UNH,UnitedHealth Group Inc,USD,NYSE,XNYS
2023-06-30,2.0,41813000000.0,,10203000000.0,11091000000.0,-728000000.0,-10459000000.0,UNH,UnitedHealth Group Inc,USD,NYSE,XNYS
2023-09-30,3.0,38915000000.0,,6064000000.0,5473000000.0,-2639000000.0,-7104000000.0,UNH,UnitedHealth Group Inc,USD,NYSE,XNYS
2023-12-31,4.0,25427000000.0,,-6152000000.0,-4752000000.0,-1187000000.0,-7156000000.0,UNH,UnitedHealth Group Inc,USD,NYSE,XNYS
2022-12-31,4.0,9196000000.0,,2761000000.0,3371000000.0,-141000000.0,-2903000000.0,MA,Mastercard Inc,USD,NYSE,XNYS
2023-03-31,1.0,8800000000.0,,1567000000.0,2965000000.0,-155000000.0,-2008000000.0,MA,Mastercard Inc,USD,NYSE,XNYS
2023-06-30,2.0,8521000000.0,,2465000000.0,3576000000.0,-65000000.0,-2898000000.0,MA,Mastercard Inc,USD,NYSE,XNYS
2023-09-30,3.0,8742000000.0,,2999000000.0,3629000000.0,-392000000.0,-2445000000.0,MA,Mastercard Inc,USD,NYSE,XNYS
2023-12-31,4.0,10465000000.0,,3861000000.0,4120000000.0,-22000000.0,-2374000000.0,MA,Mastercard Inc,USD,NYSE,XNYS
2022-12-31,4.0,29665000000.0,,11838000000.0,21422000000.0,-5355000000.0,-18117000000.0,XOM,Exxon Mobil Corp,USD,NYSE,XNYS
2023-03-31,1.0,32676000000.0,547000000.0,10929000000.0,16643000000.0,-4925000000.0,-8825000000.0,XOM,Exxon Mobil Corp,USD,NYSE,XNYS
2023-06-30,2.0,29557000000.0,309000000.0,4024000000.0,12966000000.0,-4356000000.0,-8202000000.0,XOM,Exxon Mobil Corp,USD,NYSE,XNYS
2023-09-30,3.0,32973000000.0,,11043000000.0,14142000000.0,-4279000000.0,-8220000000.0,XOM,Exxon Mobil Corp,USD,NYSE,XNYS
2023-12-31,4.0,31568000000.0,,7454000000.0,16141000000.0,-5714000000.0,-10213000000.0,XOM,Exxon Mobil Corp,USD,NYSE,XNYS
2022-12-31,4.0,7268300000.0,,4884600000.0,1931700000.0,-351700000.0,-858000000.0,ASML,ASML Holding NV,EUR,NASDAQ,XNGS
2023-03-31,1.0,6647700000.0,,194200000.0,2157100000.0,-429100000.0,-916100000.0,ASML,ASML Holding NV,EUR,NASDAQ,XNGS
2023-06-30,2.0,6341300000.0,,-159700000.0,2197800000.0,-538300000.0,-136500000.0,ASML,ASML Holding NV,EUR,NASDAQ,XNGS
2023-09-30,3.0,4975500000.0,,618000000.0,1972200000.0,-1082700000.0,-1406200000.0,ASML,ASML Holding NV,EUR,NASDAQ,XNGS
2023-12-31,4.0,7004700000.0,,2594700000.0,2252900000.0,-598600000.0,-545100000.0,ASML,ASML Holding NV,EUR,NASDAQ,XNGS
2022-12-31,4.0,14127000000.0,,3763000000.0,4134000000.0,-4397000000.0,-464000000.0,JNJ,Johnson & Johnson,USD,NYSE,XNYS
2023-03-31,1.0,26865000000.0,,2394000000.0,5410000000.0,3315000000.0,761000000.0,JNJ,Johnson & Johnson,USD,NYSE,XNYS
2023-06-30,2.0,21183000000.0,,3058000000.0,2749000000.0,-3776000000.0,-18720000000.0,JNJ,Johnson & Johnson,USD,NYSE,XNYS
2023-09-30,3.0,19728000000.0,,6522000000.0,26386000000.0,2541000000.0,-20004000000.0,JNJ,Johnson & Johnson,USD,NYSE,XNYS
2023-12-31,4.0,21859000000.0,,5804000000.0,5223000000.0,-732000000.0,-6170000000.0,JNJ,Johnson & Johnson,USD,NYSE,XNYS
2023-01-31,4.0,2757000000.0,289000000.0,3691000000.0,4731000000.0,8000000.0,-2411000000.0,HD,Home Depot Inc-The,USD,NYSE,XNYS
2023-04-30,1.0,1260000000.0,596000000.0,4709000000.0,4610000000.0,2000000.0,-6188000000.0,HD,Home Depot Inc-The,USD,NYSE,XNYS
2023-07-31,2.0,2814000000.0,304000000.0,5799000000.0,7627000000.0,8000000.0,-4078000000.0,HD,Home Depot Inc-The,USD,NYSE,XNYS
2023-10-31,3.0,2058000000.0,604000000.0,3563000000.0,3950000000.0,-575000000.0,-3657000000.0,HD,Home Depot Inc-The,USD,NYSE,XNYS
2022-12-31,2.0,6854000000.0,,2866000000.0,3576000000.0,218000000.0,-7996000000.0,PG,Procter & Gamble Co-The,USD,NYSE,XNYS
2023-03-31,3.0,7596000000.0,,3133000000.0,3864000000.0,-650000000.0,-6679000000.0,PG,Procter & Gamble Co-The,USD,NYSE,XNYS
2023-06-30,4.0,8246000000.0,,4607000000.0,5377000000.0,-64000000.0,-11130000000.0,PG,Procter & Gamble Co-The,USD,NYSE,XNYS
2023-09-30,1.0,9733000000.0,,3979000000.0,4907000000.0,-297000000.0,-4256000000.0,PG,Procter & Gamble Co-The,USD,NYSE,XNYS
2023-12-31,2.0,7890000000.0,,4283000000.0,3759000000.0,-185000000.0,-10344000000.0,PG,Procter & Gamble Co-The,USD,NYSE,XNYS
2023-02-28,2.0,12970000000.0,10000000.0,2302000000.0,3315000000.0,-808000000.0,-795000000.0,COST,Costco Wholesale Corp,USD,NASDAQ,XNGS
2023-05-31,3.0,12493000000.0,24000000.0,721000000.0,1150000000.0,-1282000000.0,-913000000.0,COST,Costco Wholesale Corp,USD,NASDAQ,XNGS
2023-08-31,4.0,13700000000.0,39000000.0,2169000000.0,3599000000.0,-1825000000.0,-901000000.0,COST,Costco Wholesale Corp,USD,NASDAQ,XNGS
2023-11-30,1.0,17011000000.0,52000000.0,3611000000.0,4608000000.0,-366000000.0,-1147000000.0,COST,Costco Wholesale Corp,USD,NASDAQ,XNGS
2022-12-31,3.0,6022089000000.0,,-763075000000.0,1374819000000.0,-638294000000.0,44275000000.0,TM,Toyota Motor Corp,JPY,NYSE,XNYS
2023-03-31,4.0,7516966000000.0,,178692000000.0,1144490000000.0,9402000000.0,535523000000.0,TM,Toyota Motor Corp,JPY,NYSE,XNYS
2023-06-30,1.0,7906447000000.0,,183459000000.0,2051768000000.0,-1037024000000.0,-58481000000.0,TM,Toyota Motor Corp,JPY,NYSE,XNYS
2023-09-30,2.0,7926063000000.0,,-199795000000.0,2122419000000.0,-1466593000000.0,729023000000.0,TM,Toyota Motor Corp,JPY,NYSE,XNYS
2023-12-31,3.0,7583154000000.0,,-722511000000.0,2153940000000.0,-1491764000000.0,1155503000000.0,TM,Toyota Motor Corp,JPY,NYSE,XNYS
2022-12-31,4.0,4835000000.0,,443000000.0,1315000000.0,1067000000.0,-285000000.0,AMD,Advanced Micro Devices Inc,USD,NASDAQ,XNGS
2023-03-31,1.0,3825000000.0,,328000000.0,563000000.0,-1237000000.0,-262000000.0,AMD,Advanced Micro Devices Inc,USD,NASDAQ,XNGS
2023-06-30,2.0,3841000000.0,,254000000.0,606000000.0,-438000000.0,-66000000.0,AMD,Advanced Micro Devices Inc,USD,NASDAQ,XNGS
2023-09-30,3.0,3561000000.0,,297000000.0,92000000.0,102000000.0,-806000000.0,AMD,Advanced Micro Devices Inc,USD,NASDAQ,XNGS
2023-12-31,4.0,3933000000.0,,242000000.0,1206000000.0,150000000.0,-279000000.0,AMD,Advanced Micro Devices Inc,USD,NASDAQ,XNGS
2022-12-31,4.0,12773000000.0,,3281000000.0,3880000000.0,-599000000.0,-1819000000.0,MRK,Merck & Co Inc,USD,NYSE,XNYS
2023-03-31,1.0,9786000000.0,,332000000.0,4679000000.0,-1352000000.0,-2084000000.0,MRK,Merck & Co Inc,USD,NYSE,XNYS
2023-06-30,2.0,5712000000.0,,2739000000.0,5164000000.0,-10478000000.0,-4207000000.0,MRK,Merck & Co Inc,USD,NYSE,XNYS
2023-09-30,3.0,8669000000.0,,6815000000.0,5493000000.0,568000000.0,-2339000000.0,MRK,Merck & Co Inc,USD,NYSE,XNYS
2023-12-31,4.0,6909000000.0,,-743000000.0,-577000000.0,1042000000.0,-2251000000.0,MRK,Merck & Co Inc,USD,NYSE,XNYS
2022-12-31,4.0,9201000000.0,,7215000000.0,7650000000.0,-448000000.0,-9687000000.0,ABBV,AbbVie Inc,USD,NYSE,XNYS
2023-03-31,1.0,6711000000.0,,4018000000.0,3650000000.0,-499000000.0,-6257000000.0,ABBV,AbbVie Inc,USD,NYSE,XNYS
2023-06-30,2.0,8759000000.0,,6141000000.0,5985000000.0,-341000000.0,-3968000000.0,ABBV,AbbVie Inc,USD,NYSE,XNYS
2023-09-30,3.0,13287000000.0,,7355000000.0,5438000000.0,-369000000.0,-2697000000.0,ABBV,AbbVie Inc,USD,NYSE,XNYS
2023-12-31,4.0,12814000000.0,809000000.0,4548000000.0,4168000000.0,-800000000.0,-4480000000.0,ABBV,AbbVie Inc,USD,NYSE,XNYS
2023-02-28,3.0,8219000000.0,,1647000000.0,4007000000.0,-150000000.0,-105000000.0,ORCL,Oracle Corp,USD,NYSE,XNYS
2023-05-31,4.0,9765000000.0,,3734000000.0,5545000000.0,301000000.0,-2440000000.0,ORCL,Oracle Corp,USD,NYSE,XNYS
2023-08-31,1.0,11613000000.0,,5660000000.0,6636000000.0,-248000000.0,-3528000000.0,ORCL,Oracle Corp,USD,NYSE,XNYS
2023-11-30,2.0,8244000000.0,,-937000000.0,1721000000.0,-169000000.0,-4038000000.0,ORCL,Oracle Corp,USD,NYSE,XNYS
2023-01-31,4.0,7016000000.0,,2570000000.0,2417000000.0,530000000.0,-2394000000.0,CRM,salesforce.com Inc,USD,NYSE,XNYS
2023-04-30,1.0,9155000000.0,46000000.0,4248000000.0,4641000000.0,590000000.0,-3275000000.0,CRM,salesforce.com Inc,USD,NYSE,XNYS
2023-07-31,2.0,6772000000.0,90000000.0,628000000.0,831000000.0,-972000000.0,-2412000000.0,CRM,salesforce.com Inc,USD,NYSE,XNYS
2023-10-31,3.0,6453000000.0,28000000.0,1366000000.0,1867000000.0,112000000.0,-2039000000.0,CRM,salesforce.com Inc,USD,NYSE,XNYS
2022-12-31,4.0,19121000000.0,205000000.0,8663000000.0,12085000000.0,123000000.0,-6782000000.0,CVX,Chevron Corp,USD,NYSE,XNYS
2023-03-31,1.0,16899000000.0,53000000.0,4167000000.0,8522000000.0,231000000.0,-6806000000.0,CVX,Chevron Corp,USD,NYSE,XNYS
2023-06-30,2.0,10400000000.0,179000000.0,2540000000.0,10900000000.0,-187000000.0,-8950000000.0,CVX,Chevron Corp,USD,NYSE,XNYS
2023-09-30,3.0,7006000000.0,60000000.0,5000000000.0,10022000000.0,263000000.0,-8606000000.0,CVX,Chevron Corp,USD,NYSE,XNYS
2023-12-31,4.0,9275000000.0,173000000.0,8073000000.0,10475000000.0,290000000.0,-6158000000.0,CVX,Chevron Corp,USD,NYSE,XNYS
2022-12-31,4.0,230203000000.0,,30998000000.0,30531000000.0,18227000000.0,3363000000.0,BAC,Bank of America Corp,USD,NYSE,XNYS
2023-03-31,1.0,376218000000.0,,-11300000000.0,-5409000000.0,67523000000.0,27315000000.0,BAC,Bank of America Corp,USD,NYSE,XNYS
2023-06-30,2.0,373553000000.0,,11786000000.0,21820000000.0,37828000000.0,-12749000000.0,BAC,Bank of America Corp,USD,NYSE,XNYS
2023-09-30,3.0,351726000000.0,,11772000000.0,10084000000.0,-27970000000.0,8160000000.0,BAC,Bank of America Corp,USD,NYSE,XNYS
2023-12-31,4.0,333073000000.0,,32724000000.0,31804000000.0,-86877000000.0,-11119000000.0,BAC,Bank of America Corp,USD,NYSE,XNYS
2022-12-31,4.0,5170582000.0,,332265000.0,361806000.0,-675583000.0,6705000.0,NFLX,Netflix Inc,USD,NASDAQ,XNGS
2023-03-31,1.0,6738019000.0,,2116721000.0,1912790000.0,-263653000.0,-374073000.0,NFLX,Netflix Inc,USD,NASDAQ,XNGS
2023-06-30,2.0,7666265000.0,,1339260000.0,1233449000.0,97737000.0,-649349000.0,NFLX,Netflix Inc,USD,NASDAQ,XNGS
2023-09-30,3.0,7356836000.0,,1888386000.0,2230022000.0,296071000.0,-2475108000.0,NFLX,Netflix Inc,USD,NASDAQ,XNGS
2023-12-31,4.0,7118515000.0,,1581382000.0,1618179000.0,411596000.0,-2452273000.0,NFLX,Netflix Inc,USD,NASDAQ,XNGS
2023-02-28,1.0,4072000000.0,55000000.0,1592000000.0,2098000000.0,156000000.0,-2014000000.0,ADBE,Adobe Inc,USD,NASDAQ,XNGS
2023-05-31,2.0,5456000000.0,1000000.0,2018000000.0,1877000000.0,322000000.0,-1080000000.0,ADBE,Adobe Inc,USD,NASDAQ,XNGS
2023-08-31,3.0,6601000000.0,47000000.0,1782000000.0,1871000000.0,145000000.0,-871000000.0,ADBE,Adobe Inc,USD,NASDAQ,XNGS
2023-11-30,4.0,7141000000.0,3000000.0,1550000000.0,2071000000.0,153000000.0,-1217000000.0,ADBE,Adobe Inc,USD,NASDAQ,XNGS
2022-12-31,4.0,9825000000.0,,2242000000.0,2340000000.0,1426000000.0,-5172000000.0,KO,Coca-Cola Co-The,USD,NYSE,XNYS
2023-03-31,1.0,12280000000.0,,-116000000.0,3261000000.0,117000000.0,2065000000.0,KO,Coca-Cola Co-The,USD,NYSE,XNYS
2023-06-30,2.0,12852000000.0,,4130000000.0,3557000000.0,-883000000.0,-3063000000.0,KO,Coca-Cola Co-The,USD,NYSE,XNYS
2023-09-30,3.0,12210000000.0,,3914000000.0,3954000000.0,-1657000000.0,-3087000000.0,KO,Coca-Cola Co-The,USD,NYSE,XNYS
2023-12-31,4.0,9692000000.0,,1819000000.0,2517000000.0,-926000000.0,-4225000000.0,KO,Coca-Cola Co-The,USD,NYSE,XNYS
2023-02-28,2.0,6238787000.0,,2222563000.0,3497851000.0,-478297000.0,-1516544000.0,ACN,Accenture PLC,USD,NYSE,XNYS
2023-05-31,3.0,8535446000.0,,3147871000.0,2471907000.0,4991000.0,-972868000.0,ACN,Accenture PLC,USD,NYSE,XNYS
2023-08-31,4.0,9045032000.0,,3229094000.0,2551218000.0,-1367090000.0,-1573923000.0,ACN,Accenture PLC,USD,NYSE,XNYS
2023-11-30,1.0,7140841000.0,,429618000.0,687172000.0,-855430000.0,-1543432000.0,ACN,Accenture PLC,USD,NYSE,XNYS
2022-12-31,4.0,5100000000.0,,1854000000.0,1604000000.0,-88000000.0,-2946000000.0,PEP,PepsiCo Inc,USD,NASDAQ,XNGS
2023-03-31,1.0,4837000000.0,,-973000000.0,-411000000.0,49000000.0,730000000.0,PEP,PepsiCo Inc,USD,NASDAQ,XNGS
2023-06-30,2.0,6242000000.0,,1479000000.0,2751000000.0,9000000.0,-152000000.0,PEP,PepsiCo Inc,USD,NASDAQ,XNGS
2023-09-30,3.0,10131000000.0,,4587000000.0,5133000000.0,68000000.0,-1681000000.0,PEP,PepsiCo Inc,USD,NASDAQ,XNGS
2023-12-31,4.0,9761000000.0,,2831000000.0,4601000000.0,-135000000.0,-5157000000.0,PEP,PepsiCo Inc,USD,NASDAQ,XNGS
2022-12-31,4.0,9008000000.0,,1914000000.0,2249000000.0,2475000000.0,-2172000000.0,SAP,SAP SE,EUR,NYSE,XNYS
2023-03-31,1.0,9507000000.0,,2117000000.0,2774000000.0,-257000000.0,-1226000000.0,SAP,SAP SE,EUR,NYSE,XNYS
2023-06-30,2.0,14142000000.0,,707000000.0,1557000000.0,668000000.0,-661000000.0,SAP,SAP SE,EUR,NYSE,XNYS
2023-09-30,3.0,9378000000.0,,945000000.0,1497000000.0,-2606000000.0,-2515000000.0,SAP,SAP SE,EUR,NYSE,XNYS
2022-12-31,4.0,8537000000.0,,2937000000.0,2404000000.0,-525000000.0,2448000000.0,TMO,Thermo Fisher Scientific Inc,USD,NYSE,XNYS
2023-03-31,1.0,3500000000.0,,271000000.0,2262000000.0,-3142000000.0,-3116000000.0,TMO,Thermo Fisher Scientific Inc,USD,NYSE,XNYS
2023-06-30,2.0,3153000000.0,,1256000000.0,2258000000.0,-443000000.0,-2374000000.0,TMO,Thermo Fisher Scientific Inc,USD,NYSE,XNYS
